scenario_id,task_id,tube_id,trial_id,x_rmse_mm,y_rmse_mm,z_rmse_mm,x_max_abs_error_mm,y_max_abs_error_mm,z_max_abs_error_mm,worst_axis,task_status,notes
forced_category_A_full,TASK-7B1-040,TUBE-7B1-040,4,0.258,0.107,0.325,0.986,0.477,0.639,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-040,TUBE-7B1-040,5,0.265,0.105,0.326,1.122,0.545,0.608,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-041,TUBE-7B1-041,1,0.273,0.089,0.322,1.41,0.382,0.615,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-041,TUBE-7B1-041,2,0.272,0.095,0.321,1.357,0.391,0.607,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-041,TUBE-7B1-041,3,0.271,0.093,0.323,1.323,0.349,0.621,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-041,TUBE-7B1-041,4,0.273,0.097,0.325,1.368,0.397,0.659,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-041,TUBE-7B1-041,5,0.274,0.092,0.325,1.266,0.375,0.615,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-042,TUBE-7B1-042,1,0.238,0.058,0.335,0.939,0.186,0.6,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-042,TUBE-7B1-042,2,0.239,0.058,0.337,0.919,0.197,0.61,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-042,TUBE-7B1-042,3,0.236,0.054,0.338,0.885,0.164,0.623,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-042,TUBE-7B1-042,4,0.238,0.055,0.338,0.819,0.192,0.636,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-042,TUBE-7B1-042,5,0.234,0.057,0.337,0.852,0.172,0.62,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-043,TUBE-7B1-043,1,0.26,0.053,0.33,1.525,0.248,0.605,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-043,TUBE-7B1-043,2,0.262,0.054,0.331,1.556,0.166,0.611,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-043,TUBE-7B1-043,3,0.256,0.055,0.33,1.513,0.177,0.611,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-043,TUBE-7B1-043,4,0.261,0.058,0.329,1.555,0.251,0.616,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-043,TUBE-7B1-043,5,0.264,0.058,0.334,1.58,0.237,0.618,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-044,TUBE-7B1-044,1,0.279,0.143,0.313,1.575,1.037,0.615,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-044,TUBE-7B1-044,2,0.282,0.141,0.315,1.662,1.262,0.616,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-044,TUBE-7B1-044,3,0.276,0.138,0.314,1.66,1.082,0.62,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-044,TUBE-7B1-044,4,0.284,0.139,0.313,1.683,1.139,0.618,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-044,TUBE-7B1-044,5,0.279,0.142,0.314,1.696,1.169,0.633,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-045,TUBE-7B1-045,1,0.252,0.107,0.33,1.083,0.502,0.636,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-045,TUBE-7B1-045,2,0.255,0.106,0.328,0.96,0.46,0.607,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-045,TUBE-7B1-045,3,0.253,0.103,0.328,1.127,0.501,0.637,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-045,TUBE-7B1-045,4,0.26,0.109,0.327,1.151,0.482,0.606,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-045,TUBE-7B1-045,5,0.248,0.108,0.323,1.03,0.466,0.613,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-046,TUBE-7B1-046,1,0.263,0.095,0.324,0.906,0.426,0.631,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-046,TUBE-7B1-046,2,0.264,0.095,0.323,0.975,0.348,0.613,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-046,TUBE-7B1-046,3,0.266,0.096,0.32,0.927,0.336,0.637,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-046,TUBE-7B1-046,4,0.263,0.095,0.324,0.991,0.291,0.612,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-046,TUBE-7B1-046,5,0.264,0.094,0.322,0.956,0.333,0.62,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-047,TUBE-7B1-047,1,0.283,0.067,0.337,2.946,0.249,0.61,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-047,TUBE-7B1-047,2,0.28,0.067,0.337,3.007,0.225,0.621,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-047,TUBE-7B1-047,3,0.283,0.069,0.337,3.108,0.295,0.634,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-047,TUBE-7B1-047,4,0.28,0.065,0.337,2.959,0.297,0.636,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-047,TUBE-7B1-047,5,0.285,0.063,0.338,3.081,0.189,0.61,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-048,TUBE-7B1-048,1,0.249,0.063,0.332,0.959,0.273,0.61,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-048,TUBE-7B1-048,2,0.243,0.067,0.332,0.844,0.282,0.612,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-048,TUBE-7B1-048,3,0.248,0.068,0.33,0.994,0.271,0.632,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-048,TUBE-7B1-048,4,0.25,0.068,0.33,1.04,0.279,0.614,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-048,TUBE-7B1-048,5,0.251,0.066,0.332,1.009,0.228,0.615,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-049,TUBE-7B1-049,1,0.261,0.112,0.323,0.875,0.454,0.618,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-049,TUBE-7B1-049,2,0.262,0.107,0.324,0.909,0.397,0.623,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-049,TUBE-7B1-049,3,0.254,0.111,0.324,0.947,0.437,0.609,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-049,TUBE-7B1-049,4,0.253,0.11,0.323,0.81,0.368,0.604,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-049,TUBE-7B1-049,5,0.256,0.111,0.325,0.908,0.402,0.656,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-050,TUBE-7B1-050,1,0.275,0.108,0.32,1.363,0.574,0.616,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-050,TUBE-7B1-050,2,0.273,0.104,0.322,1.47,0.613,0.622,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-050,TUBE-7B1-050,3,0.273,0.104,0.319,1.511,0.484,0.635,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-050,TUBE-7B1-050,4,0.271,0.104,0.319,1.442,0.543,0.625,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-050,TUBE-7B1-050,5,0.273,0.105,0.319,1.484,0.6,0.606,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-051,TUBE-7B1-051,1,0.249,0.074,0.333,0.865,0.318,0.616,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-051,TUBE-7B1-051,2,0.245,0.078,0.332,0.907,0.374,0.613,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-051,TUBE-7B1-051,3,0.246,0.08,0.33,0.869,0.325,0.605,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-051,TUBE-7B1-051,4,0.25,0.078,0.33,0.94,0.342,0.599,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-051,TUBE-7B1-051,5,0.246,0.081,0.331,0.913,0.362,0.623,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-052,TUBE-7B1-052,1,0.322,0.098,0.326,3.186,1.162,0.602,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-052,TUBE-7B1-052,2,0.326,0.094,0.328,3.15,1.076,0.636,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-052,TUBE-7B1-052,3,0.321,0.095,0.328,3.23,1.148,0.639,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-052,TUBE-7B1-052,4,0.325,0.099,0.328,3.267,1.16,0.636,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-052,TUBE-7B1-052,5,0.325,0.093,0.328,3.205,1.058,0.612,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-053,TUBE-7B1-053,1,0.145,0.116,0.353,0.555,0.594,0.6,z,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-053,TUBE-7B1-053,2,0.147,0.113,0.354,0.642,0.46,0.63,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-053,TUBE-7B1-053,3,0.144,0.115,0.354,0.579,0.508,0.616,z,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-053,TUBE-7B1-053,4,0.149,0.112,0.354,0.66,0.518,0.634,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-053,TUBE-7B1-053,5,0.147,0.11,0.357,0.597,0.454,0.616,z,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-054,TUBE-7B1-054,1,0.198,0.106,0.349,1.187,0.586,0.632,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-054,TUBE-7B1-054,2,0.198,0.104,0.352,1.205,0.464,0.628,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-054,TUBE-7B1-054,3,0.196,0.105,0.348,1.249,0.548,0.645,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-054,TUBE-7B1-054,4,0.196,0.104,0.349,1.222,0.503,0.617,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-054,TUBE-7B1-054,5,0.194,0.102,0.348,1.151,0.502,0.651,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-055,TUBE-7B1-055,1,0.168,0.077,0.358,0.82,0.498,0.63,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-055,TUBE-7B1-055,2,0.168,0.074,0.358,0.857,0.439,0.65,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-055,TUBE-7B1-055,3,0.164,0.077,0.358,0.791,0.441,0.645,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-055,TUBE-7B1-055,4,0.167,0.076,0.357,0.989,0.526,0.634,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-055,TUBE-7B1-055,5,0.166,0.079,0.357,0.902,0.461,0.614,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-056,TUBE-7B1-056,1,0.218,0.07,0.344,0.841,0.375,0.622,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-056,TUBE-7B1-056,2,0.219,0.065,0.342,0.935,0.321,0.619,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-056,TUBE-7B1-056,3,0.217,0.066,0.343,0.874,0.333,0.619,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-056,TUBE-7B1-056,4,0.217,0.072,0.343,0.767,0.364,0.603,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-056,TUBE-7B1-056,5,0.215,0.067,0.343,0.893,0.319,0.616,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-057,TUBE-7B1-057,1,0.17,0.11,0.348,0.736,0.551,0.622,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-057,TUBE-7B1-057,2,0.172,0.105,0.347,0.808,0.551,0.611,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-057,TUBE-7B1-057,3,0.169,0.107,0.354,0.723,0.501,0.633,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-057,TUBE-7B1-057,4,0.17,0.105,0.351,0.833,0.512,0.62,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-057,TUBE-7B1-057,5,0.168,0.11,0.351,0.756,0.482,0.606,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-058,TUBE-7B1-058,1,0.192,0.092,0.349,0.927,0.49,0.641,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-058,TUBE-7B1-058,2,0.194,0.094,0.348,0.822,0.303,0.617,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-058,TUBE-7B1-058,3,0.192,0.093,0.349,0.882,0.301,0.615,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-058,TUBE-7B1-058,4,0.193,0.099,0.349,0.835,0.352,0.63,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-058,TUBE-7B1-058,5,0.19,0.087,0.35,0.916,0.322,0.622,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-059,TUBE-7B1-059,1,0.201,0.149,0.339,1.332,0.983,0.618,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-059,TUBE-7B1-059,2,0.203,0.154,0.342,1.305,0.98,0.612,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-059,TUBE-7B1-059,3,0.198,0.147,0.341,1.231,0.924,0.623,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-059,TUBE-7B1-059,4,0.2,0.15,0.339,1.362,0.77,0.607,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-059,TUBE-7B1-059,5,0.201,0.155,0.337,1.313,0.927,0.649,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-060,TUBE-7B1-060,1,0.169,0.065,0.359,0.761,0.365,0.61,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-060,TUBE-7B1-060,2,0.173,0.065,0.359,0.735,0.265,0.64,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-060,TUBE-7B1-060,3,0.173,0.065,0.358,0.788,0.297,0.622,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-060,TUBE-7B1-060,4,0.171,0.064,0.355,0.774,0.353,0.616,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-060,TUBE-7B1-060,5,0.168,0.066,0.355,0.888,0.252,0.617,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-061,TUBE-7B1-061,1,0.284,0.083,0.341,3.061,0.597,0.633,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-061,TUBE-7B1-061,2,0.286,0.081,0.342,3.063,0.601,0.614,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-061,TUBE-7B1-061,3,0.285,0.088,0.343,3.166,0.676,0.653,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-061,TUBE-7B1-061,4,0.286,0.084,0.341,3.073,0.535,0.606,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-061,TUBE-7B1-061,5,0.284,0.085,0.341,3.119,0.65,0.626,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-062,TUBE-7B1-062,1,0.164,0.114,0.353,0.773,0.492,0.635,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-062,TUBE-7B1-062,2,0.165,0.116,0.349,0.769,0.428,0.616,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-062,TUBE-7B1-062,3,0.168,0.116,0.351,0.773,0.449,0.604,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-062,TUBE-7B1-062,4,0.166,0.113,0.349,0.826,0.462,0.63,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-062,TUBE-7B1-062,5,0.162,0.117,0.35,0.687,0.457,0.607,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-063,TUBE-7B1-063,1,0.195,0.106,0.344,0.755,0.41,0.663,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-063,TUBE-7B1-063,2,0.189,0.103,0.345,0.717,0.474,0.612,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-063,TUBE-7B1-063,3,0.196,0.106,0.344,0.622,0.38,0.617,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-063,TUBE-7B1-063,4,0.194,0.103,0.342,0.67,0.4,0.619,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-063,TUBE-7B1-063,5,0.195,0.102,0.344,0.8,0.34,0.627,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-064,TUBE-7B1-064,1,0.182,0.09,0.351,0.894,0.798,0.618,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-064,TUBE-7B1-064,2,0.183,0.088,0.352,0.883,0.649,0.608,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-064,TUBE-7B1-064,3,0.18,0.087,0.356,1.025,0.698,0.618,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-064,TUBE-7B1-064,4,0.184,0.089,0.356,0.936,0.759,0.643,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-064,TUBE-7B1-064,5,0.181,0.085,0.353,0.951,0.734,0.636,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-065,TUBE-7B1-065,1,0.216,0.075,0.339,0.895,0.387,0.598,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-065,TUBE-7B1-065,2,0.221,0.073,0.339,0.863,0.37,0.638,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-065,TUBE-7B1-065,3,0.214,0.077,0.342,0.907,0.337,0.631,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-065,TUBE-7B1-065,4,0.22,0.07,0.341,0.839,0.271,0.604,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-065,TUBE-7B1-065,5,0.219,0.071,0.341,0.921,0.32,0.609,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-066,TUBE-7B1-066,1,0.177,0.125,0.347,0.876,0.461,0.615,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-066,TUBE-7B1-066,2,0.179,0.128,0.344,0.739,0.471,0.602,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-066,TUBE-7B1-066,3,0.176,0.123,0.346,0.778,0.438,0.639,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-066,TUBE-7B1-066,4,0.176,0.121,0.344,0.791,0.519,0.624,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-066,TUBE-7B1-066,5,0.184,0.123,0.345,0.894,0.478,0.628,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-067,TUBE-7B1-067,1,0.21,0.128,0.339,1.291,0.661,0.625,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-067,TUBE-7B1-067,2,0.211,0.124,0.341,1.281,0.615,0.638,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-067,TUBE-7B1-067,3,0.212,0.132,0.339,1.267,0.642,0.613,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-067,TUBE-7B1-067,4,0.209,0.129,0.338,1.296,0.601,0.624,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-067,TUBE-7B1-067,5,0.21,0.125,0.339,1.248,0.645,0.645,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-068,TUBE-7B1-068,1,0.168,0.112,0.35,0.651,0.596,0.654,z,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-068,TUBE-7B1-068,2,0.163,0.106,0.352,0.73,0.498,0.623,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-068,TUBE-7B1-068,3,0.162,0.104,0.351,0.807,0.495,0.605,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-068,TUBE-7B1-068,4,0.164,0.113,0.351,0.728,0.585,0.628,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-068,TUBE-7B1-068,5,0.162,0.102,0.351,0.712,0.625,0.61,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-069,TUBE-7B1-069,1,0.223,0.097,0.339,1.43,0.387,0.612,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-069,TUBE-7B1-069,2,0.228,0.099,0.339,1.584,0.495,0.609,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-069,TUBE-7B1-069,3,0.226,0.1,0.338,1.603,0.514,0.604,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-069,TUBE-7B1-069,4,0.223,0.102,0.341,1.5,0.442,0.628,x,PASS,Task-level robustness summary for balanced_pid.
